identifiant_client,identifiant_institution,mois,revenu_net_activites,autres_revenus_menage,charges_menage,capacite_mensuelle,coussin_estime
CLT-000084,INS-001,2025-03,-36145,0,0,-36145,230964
CLT-000084,INS-001,2025-04,-53809,0,0,-53809,217512
CLT-000084,INS-001,2025-05,-53235,0,0,-53235,204203
CLT-000084,INS-001,2025-06,-48059,0,0,-48059,192188
CLT-000084,INS-001,2025-07,-62096,0,0,-62096,176664
CLT-000084,INS-001,2025-08,-51990,0,0,-51990,163666
CLT-000084,INS-001,2025-09,-36266,0,0,-36266,154600
CLT-000084,INS-001,2025-10,-52936,0,0,-52936,141366
CLT-000084,INS-001,2025-11,-110184,0,0,-110184,113820
CLT-000084,INS-001,2025-12,-54438,0,0,-54438,100210
CLT-000085,INS-001,2025-04,-5848,51908,0,46060,11515
CLT-000085,INS-001,2025-05,-4598,50977,0,46379,23110
CLT-000085,INS-001,2025-06,-4542,54560,0,50018,35614
CLT-000085,INS-001,2025-07,-3829,50485,0,46656,47279
CLT-000085,INS-001,2025-08,-4868,41450,0,36582,56424
CLT-000085,INS-001,2025-09,-5937,34977,0,29040,63684
CLT-000085,INS-001,2025-10,-4850,39793,0,34943,72420
CLT-000085,INS-001,2025-11,-4903,45085,0,40182,82465
CLT-000085,INS-001,2025-12,-3963,36297,0,32334,90549
CLT-000086,INS-001,2025-05,3006,0,1234,1772,3943
CLT-000086,INS-001,2025-06,3356,0,1377,1979,4438
CLT-000086,INS-001,2025-07,4097,0,1682,2415,5042
CLT-000086,INS-001,2025-08,3913,0,1606,2307,5618
CLT-000086,INS-001,2025-09,4639,0,1904,2735,6302
CLT-000086,INS-001,2025-10,5438,0,2232,3206,7103
CLT-000086,INS-001,2025-11,5666,0,2326,3340,7939
CLT-000086,INS-001,2025-12,6631,0,2722,3909,8916
CLT-000087,INS-001,2025-06,-10905,74941,0,64036,51009
CLT-000087,INS-001,2025-07,-11702,49391,0,37689,60431
CLT-000087,INS-001,2025-08,-16352,47200,0,30848,68143
CLT-000087,INS-001,2025-09,-16226,61390,0,45164,79434
CLT-000087,INS-001,2025-10,-14062,58390,0,44328,90516
CLT-000087,INS-001,2025-11,-19401,58033,0,38632,100174
CLT-000087,INS-001,2025-12,-26890,65219,0,38329,109757
CLT-000088,INS-001,2025-06,32260,0,17663,14597,3649
CLT-000088,INS-001,2025-07,26942,0,14751,12191,6697
CLT-000088,INS-001,2025-08,24912,0,13640,11272,9515
CLT-000088,INS-001,2025-09,30654,0,16784,13870,12983
CLT-000088,INS-001,2025-10,48145,0,26360,21785,18429
CLT-000088,INS-001,2025-11,62493,0,34216,28277,25498
CLT-000088,INS-001,2025-12,38850,0,21271,17579,29893
CLT-000089,INS-001,2025-07,12079,0,6760,5319,305830
CLT-000089,INS-001,2025-08,16616,0,9299,7317,307659
CLT-000089,INS-001,2025-09,16093,0,9006,7087,309431
CLT-000089,INS-001,2025-10,15886,0,8890,6996,311180
CLT-000089,INS-001,2025-11,12067,0,6753,5314,312508
CLT-000089,INS-001,2025-12,14834,0,8302,6532,314141
CLT-000090,INS-001,2025-07,11931,80526,6515,85942,1148985
CLT-000090,INS-001,2025-08,13742,48344,7504,54582,1162631
CLT-000090,INS-001,2025-09,14824,57608,8095,64338,1178715
CLT-000090,INS-001,2025-10,12381,70224,6761,75844,1197676
CLT-000090,INS-001,2025-11,16251,64136,8874,71513,1215555
CLT-000090,INS-001,2025-12,17120,48100,9349,55872,1229523
CLT-000091,INS-001,2025-08,-46873,120574,0,73701,52925
CLT-000091,INS-001,2025-09,-48086,134683,0,86597,74574
CLT-000091,INS-001,2025-10,-53835,174982,0,121147,104861
CLT-000091,INS-001,2025-11,-96607,132782,0,36175,113905
CLT-000091,INS-001,2025-12,-65384,142041,0,76657,133069
CLT-000092,INS-001,2025-08,-16650,0,0,-16650,0
CLT-000092,INS-001,2025-09,-18209,0,0,-18209,0
CLT-000092,INS-001,2025-10,-32548,0,0,-32548,0
CLT-000092,INS-001,2025-11,-27105,0,0,-27105,0
CLT-000092,INS-001,2025-12,-21806,0,0,-21806,0
CLT-000093,INS-001,2025-09,-40015,0,0,-40015,27496
CLT-000093,INS-001,2025-10,-42494,0,0,-42494,16873
CLT-000093,INS-001,2025-11,-49851,0,0,-49851,4410
CLT-000093,INS-001,2025-12,-54281,0,0,-54281,0
CLT-000094,INS-001,2025-09,-133183,39211,0,-93972,7007
CLT-000094,INS-001,2025-10,-141810,28350,0,-113460,0
CLT-000094,INS-001,2025-11,-147225,30168,0,-117057,0
CLT-000094,INS-001,2025-12,-145736,26426,0,-119310,0
CLT-000095,INS-001,2025-09,19376,111328,10759,119945,68986
CLT-000095,INS-001,2025-10,14874,86593,8259,93207,92288
CLT-000095,INS-001,2025-11,20066,93516,11142,102439,117898
CLT-000095,INS-001,2025-12,23580,109060,13093,119547,147785
CLT-000096,INS-001,2025-10,78302,118314,32344,164272,76068
CLT-000096,INS-001,2025-11,89885,119378,37129,172134,119102
CLT-000096,INS-001,2025-12,76467,90995,31586,135876,153070
CLT-000097,INS-001,2025-10,-43634,0,0,-43634,223592
CLT-000097,INS-001,2025-11,-33157,0,0,-33157,215302
CLT-000097,INS-001,2025-12,-25324,0,0,-25324,208971
CLT-000098,INS-001,2025-10,-7044,8009,0,965,24741
CLT-000098,INS-001,2025-11,-4893,5418,0,525,24873
CLT-000098,INS-001,2025-12,-6122,4705,0,-1417,24518
CLT-000099,INS-001,2025-11,-72731,11151,0,-61580,0
CLT-000099,INS-001,2025-12,-67108,13700,0,-53408,0
CLT-000100,INS-001,2025-12,-98863,76904,0,-21959,10510
