identifiant_activite,identifiant_client,recettes_initiales,marge_structurelle,croissance_annuelle,volatilite_recettes,amplitude_saisonniere,mois_pic
ACT-037021,CLT-030317,313137,0.1129,0.0407,0.2094,0.2872,12
ACT-037022,CLT-030318,756470,0.2653,0.0979,0.0952,0.5508,10
ACT-037023,CLT-030319,57549,0.1845,0.1495,0.3546,0.1799,12
ACT-037024,CLT-030320,84941,0.2020,0.1095,0.2618,0.1201,12
ACT-037025,CLT-030320,57291,0.2522,-0.0923,0.1581,0.1902,10
ACT-037026,CLT-030321,195023,0.1031,-0.1716,0.2592,0.2468,12
ACT-037027,CLT-030322,176969,0.2514,-0.0518,0.0765,0.2716,12
ACT-037028,CLT-030323,169575,0.3835,0.0780,0.1459,0.0272,9
ACT-037029,CLT-030324,421937,0.1809,0.0366,0.1950,0.2179,11
ACT-037030,CLT-030325,135132,0.2485,-0.0352,0.2667,0.2206,11
ACT-037031,CLT-030325,170153,0.1934,-0.0877,0.2583,0.1609,11
ACT-037032,CLT-030326,371293,0.2883,0.0893,0.1222,0.0764,10
ACT-037033,CLT-030327,270780,0.1036,0.1753,0.0689,0.5587,10
ACT-037034,CLT-030327,56447,0.1772,0.0543,0.1411,0.1916,12
ACT-037035,CLT-030328,651863,0.0941,0.0477,0.1144,0.2289,12
ACT-037036,CLT-030329,550209,0.1315,0.0661,0.1853,0.1489,11
ACT-037037,CLT-030329,130001,0.1969,0.1639,0.2497,0.2600,12
ACT-037038,CLT-030330,244263,0.2557,0.1077,0.2246,0.0745,12
ACT-037039,CLT-030330,161553,0.1642,-0.1510,0.3478,0.1722,12
ACT-037040,CLT-030331,197785,0.2903,0.2634,0.1790,0.1129,10
ACT-037041,CLT-030332,102360,0.1403,0.1569,0.3151,0.1155,12
ACT-037042,CLT-030333,221392,0.3732,0.1132,0.3678,0.1572,12
ACT-037043,CLT-030333,57977,0.4966,0.0806,0.1563,0.2117,11
ACT-037044,CLT-030334,259944,0.1484,0.1679,0.2252,0.4579,12
ACT-037045,CLT-030334,69068,0.1219,0.0360,0.1173,0.5174,12
ACT-037046,CLT-030335,178583,0.1402,-0.0625,0.1908,0.2779,12
ACT-037047,CLT-030336,895405,0.1071,0.0809,0.1997,0.2023,11
ACT-037048,CLT-030336,55652,0.2460,0.0365,0.2362,0.2621,12
ACT-037049,CLT-030337,886018,0.2083,0.1272,0.1163,0.4757,12
ACT-037050,CLT-030338,186652,0.2007,0.0668,0.2961,0.5778,12
ACT-037051,CLT-030338,40877,0.2148,-0.1231,0.2737,0.4041,11
ACT-037052,CLT-030339,436759,0.2092,-0.0055,0.0812,0.3493,9
ACT-037053,CLT-030340,167904,0.3000,-0.0034,0.3121,0.6529,10
ACT-037054,CLT-030340,121776,0.1266,0.1442,0.2057,0.6176,11
ACT-037055,CLT-030341,426553,0.1319,-0.1415,0.2207,0.1902,12
ACT-037056,CLT-030342,107569,0.1095,-0.0576,0.1293,0.1100,12
ACT-037057,CLT-030343,360098,0.1884,-0.0216,0.2615,0.2410,12
ACT-037058,CLT-030344,253629,0.2886,-0.0883,0.2292,0.1898,11
ACT-037059,CLT-030344,186470,0.1470,0.0787,0.2376,0.1919,11
ACT-037060,CLT-030345,270125,0.1623,-0.0617,0.3409,0.1864,11
ACT-037061,CLT-030345,148756,0.2206,-0.0108,0.2240,0.0979,8
ACT-037062,CLT-030346,175110,0.1340,-0.0432,0.1380,0.2211,11
ACT-037063,CLT-030347,187324,0.2374,-0.0005,0.2717,0.2491,11
ACT-037064,CLT-030347,81094,0.1561,-0.2250,0.2129,0.1739,11
ACT-037065,CLT-030348,299044,0.1912,-0.0271,0.1592,0.2422,12
ACT-037066,CLT-030349,311097,0.2414,0.0428,0.2870,0.2716,10
ACT-037067,CLT-030350,158734,0.2128,-0.0050,0.2132,0.1974,12
ACT-037068,CLT-030351,324522,0.3031,0.0689,0.2326,0.3130,12
ACT-037069,CLT-030352,329436,0.2258,0.0464,0.3685,0.6087,12
ACT-037070,CLT-030353,318943,0.1553,0.0417,0.1387,0.2412,12
ACT-037071,CLT-030354,158284,0.2908,0.0509,0.5830,0.1978,10
ACT-037072,CLT-030354,150904,0.1998,0.1314,0.4483,0.6187,11
ACT-037073,CLT-030355,84003,0.0702,0.1105,0.2236,0.0974,12
ACT-037074,CLT-030356,498315,0.0619,0.1870,0.1863,0.1260,12
ACT-037075,CLT-030357,224950,0.4151,0.0746,0.3440,0.2274,11
ACT-037076,CLT-030358,468579,0.2681,0.1827,0.2233,0.1258,9
ACT-037077,CLT-030359,551601,0.1077,0.0866,0.1624,0.1983,12
ACT-037078,CLT-030360,142232,0.2017,-0.0525,0.2933,0.2231,12
ACT-037079,CLT-030361,180206,0.3295,0.0653,0.1175,0.0581,10
ACT-037080,CLT-030362,703936,0.1837,0.0573,0.1697,0.2852,12
ACT-037081,CLT-030362,21030,0.3364,0.1698,0.2493,0.0953,10
ACT-037082,CLT-030363,266026,0.0445,0.0694,0.1845,0.2340,11
ACT-037083,CLT-030364,38659,0.1529,0.0334,0.2503,0.2633,12
ACT-037084,CLT-030365,617684,0.0522,0.0905,0.2010,0.1352,9
ACT-037085,CLT-030366,96436,0.2493,-0.0640,0.4287,0.2249,11
ACT-037086,CLT-030367,119225,0.3645,0.0287,0.2424,0.3645,9
ACT-037087,CLT-030367,28853,0.2533,-0.2234,0.3427,0.5670,11
ACT-037088,CLT-030368,430987,0.1159,-0.0181,0.2167,0.2735,11
ACT-037089,CLT-030368,72473,0.1414,-0.0263,0.2156,0.2317,11
ACT-037090,CLT-030369,141185,0.1858,0.0973,0.2398,0.5377,12
ACT-037091,CLT-030370,1110935,0.2902,-0.1814,0.1634,0.0656,8
ACT-037092,CLT-030371,151648,0.1990,-0.1369,0.2049,0.2470,11
ACT-037093,CLT-030372,205892,0.1933,0.1204,0.1295,0.5796,12
ACT-037094,CLT-030373,856283,0.2151,0.0725,0.3157,0.5063,12
ACT-037095,CLT-030374,189575,0.0652,0.0026,0.1480,0.2963,11
ACT-037096,CLT-030375,809384,0.2318,0.0672,0.1878,0.3055,11
ACT-037097,CLT-030375,69819,0.1343,-0.0518,0.0546,0.1868,12
ACT-037098,CLT-030376,1137736,0.1728,-0.0132,0.2397,0.1100,12
ACT-037099,CLT-030377,101074,0.1397,-0.0582,0.2175,0.2058,11
ACT-037100,CLT-030377,23625,0.2012,0.0453,0.1885,0.2528,12
ACT-037101,CLT-030378,571734,0.1126,-0.0196,0.0754,0.1654,11
ACT-037102,CLT-030379,347648,0.2500,-0.0209,0.4148,0.1930,8
ACT-037103,CLT-030380,198244,0.3102,0.1146,0.1776,0.1956,12
ACT-037104,CLT-030381,305965,0.0619,0.2474,0.1042,0.2728,11
ACT-037105,CLT-030382,82841,0.1208,0.1234,0.3184,0.1588,12
ACT-037106,CLT-030383,220261,0.2858,0.0699,0.3875,0.6655,10
ACT-037107,CLT-030384,830322,0.0472,-0.0370,0.2124,0.0996,11
ACT-037108,CLT-030385,543883,0.2493,0.2060,0.1475,0.1914,8
ACT-037109,CLT-030386,425758,0.1538,-0.0118,0.1419,0.1905,12
ACT-037110,CLT-030386,199182,0.2172,0.1287,0.2265,0.0845,12
ACT-037111,CLT-030387,202932,0.0630,0.0309,0.1934,0.2496,11
ACT-037112,CLT-030388,546125,0.0984,0.0378,0.1540,0.2735,12
ACT-037113,CLT-030389,298302,0.1954,0.0897,0.3831,0.5103,10
ACT-037114,CLT-030389,28498,0.1326,0.1786,0.1856,0.1900,12
ACT-037115,CLT-030390,206698,0.1198,0.0083,0.2673,0.1362,11
ACT-037116,CLT-030391,199580,0.2003,0.0901,0.3122,0.5655,12
ACT-037117,CLT-030392,251187,0.3054,-0.1240,0.1959,0.0936,10
ACT-037118,CLT-030392,97061,0.1448,-0.2163,0.1759,0.1849,11
ACT-037119,CLT-030393,286501,0.0653,0.0446,0.1688,0.2246,12
ACT-037120,CLT-030393,464454,0.0781,-0.0686,0.3314,0.3242,11
ACT-037121,CLT-030394,174807,0.2011,0.0190,0.2560,0.1201,11
ACT-037122,CLT-030395,69266,0.1649,0.0777,0.1171,0.0667,11
ACT-037123,CLT-030395,73154,0.2148,-0.0331,0.0583,0.2637,12
ACT-037124,CLT-030396,117545,0.2768,0.0413,0.5199,0.1600,12
ACT-037125,CLT-030397,148437,0.1772,0.0555,0.1714,0.1875,11
ACT-037126,CLT-030398,125347,0.1811,0.0590,0.3462,0.5861,12
ACT-037127,CLT-030399,258175,0.2244,0.2539,0.2442,0.4679,8
ACT-037128,CLT-030400,434856,0.2325,0.0723,0.2763,0.2628,12
ACT-037129,CLT-030400,96678,0.2110,-0.0705,0.2799,0.3644,10
ACT-037130,CLT-030401,264180,0.2746,0.0229,0.3023,0.3126,10
ACT-037131,CLT-030402,230726,0.1391,0.0451,0.2427,0.1734,12
ACT-037132,CLT-030403,206372,0.1419,0.1954,0.5295,0.1525,12
ACT-037133,CLT-030404,86346,0.0950,0.0519,0.2882,0.1391,11
ACT-037134,CLT-030405,314629,0.1339,-0.0480,0.2733,0.2106,12
ACT-037135,CLT-030406,13231,0.4955,-0.0513,0.2635,0.3741,10
ACT-037136,CLT-030407,273298,0.1840,0.2150,0.2186,0.1909,12
ACT-037137,CLT-030407,144494,0.2433,0.3195,0.2050,0.1643,12
ACT-037138,CLT-030408,92846,0.2205,0.0371,0.1697,0.2537,12
ACT-037139,CLT-030409,244995,0.2667,0.0804,0.2309,0.3086,11
ACT-037140,CLT-030410,127022,0.0966,-0.0077,0.2936,0.2095,12
ACT-037141,CLT-030411,497733,0.0605,0.1040,0.2385,0.2928,12
ACT-037142,CLT-030411,57300,0.2257,0.1021,0.2601,0.3956,10
ACT-037143,CLT-030412,247405,0.2852,-0.1566,0.2362,0.3508,12
ACT-037144,CLT-030413,349287,0.1635,-0.0887,0.3123,0.1784,12
ACT-037145,CLT-030414,521425,0.1546,-0.0165,0.2077,0.2230,11
ACT-037146,CLT-030415,92204,0.2667,-0.0582,0.3562,0.5530,12
ACT-037147,CLT-030416,309371,0.4607,0.1474,0.3593,0.5968,12
ACT-037148,CLT-030417,138266,0.1049,0.1221,0.2022,0.0967,12
ACT-037149,CLT-030418,475313,0.1491,-0.0046,0.2381,0.2564,12
ACT-037150,CLT-030419,456405,0.1114,0.0015,0.3067,0.2077,12
ACT-037151,CLT-030420,938996,0.1559,-0.0018,0.2502,0.2802,11
ACT-037152,CLT-030421,157891,0.1117,-0.0542,0.2199,0.1660,12
ACT-037153,CLT-030422,187409,0.2546,-0.0409,0.3054,0.5703,12
ACT-037154,CLT-030422,42722,0.2815,-0.0247,0.2496,0.5821,12
ACT-037155,CLT-030423,154581,0.2328,-0.0936,0.2664,0.3812,10
ACT-037156,CLT-030424,213741,0.1685,0.0773,0.4575,0.2372,11
ACT-037157,CLT-030425,198920,0.2622,-0.1894,0.3291,0.4722,12
ACT-037158,CLT-030426,141468,0.1454,0.1026,0.3219,0.5209,10
ACT-037159,CLT-030427,726531,0.0973,0.0023,0.2252,0.2833,12
ACT-037160,CLT-030428,274952,0.1583,0.1838,0.2216,0.1595,11
ACT-037161,CLT-030429,191018,0.2100,0.0015,0.1768,0.1603,11
ACT-037162,CLT-030430,102953,0.2796,0.0182,0.1887,0.2514,8
ACT-037163,CLT-030431,393368,0.2558,0.1225,0.5018,0.1524,12
ACT-037164,CLT-030432,114005,0.0744,-0.0122,0.1650,0.2626,12
ACT-037165,CLT-030433,182278,0.2654,-0.1031,0.2113,0.2085,11
ACT-037166,CLT-030434,192662,0.2409,0.0766,0.2760,0.3816,10
ACT-037167,CLT-030434,145428,0.3355,0.1094,0.2418,0.1577,9
ACT-037168,CLT-030435,118172,0.2439,-0.1293,0.4574,0.2497,12
ACT-037169,CLT-030435,529219,0.1103,-0.0040,0.5581,0.3789,10
ACT-037170,CLT-030436,82100,0.4420,-0.1881,0.2864,0.3666,9
ACT-037171,CLT-030437,362045,0.1426,-0.0222,0.2889,0.2389,12
ACT-037172,CLT-030438,163413,0.1612,0.0027,0.2486,0.3335,9
ACT-037173,CLT-030439,91283,0.1698,-0.0210,0.3257,0.5054,10
ACT-037174,CLT-030440,175085,0.1904,0.0268,0.1350,0.3632,11
ACT-037175,CLT-030440,99099,0.2988,0.0799,0.0881,0.1963,12
ACT-037176,CLT-030441,157102,0.1385,0.0797,0.1198,0.1899,11
ACT-037177,CLT-030442,139289,0.0200,0.0983,0.2304,0.2155,12
ACT-037178,CLT-030442,112977,0.2546,0.0604,0.3841,0.5510,11
ACT-037179,CLT-030443,210396,0.0213,0.0300,0.5010,0.1290,12
ACT-037180,CLT-030444,120899,0.2019,0.2539,0.1946,0.1202,12
ACT-037181,CLT-030445,754658,0.2539,0.1492,0.0658,0.4084,10
ACT-037182,CLT-030445,13639,0.0309,-0.1739,0.0904,0.2498,12
ACT-037183,CLT-030446,353203,0.2806,0.0576,0.2280,0.1483,11
ACT-037184,CLT-030446,144716,0.2015,0.1023,0.1987,0.1935,12
ACT-037185,CLT-030447,322838,0.1095,-0.0520,0.0677,0.1316,12
ACT-037186,CLT-030448,54499,0.1374,-0.0243,0.1945,0.2140,12
ACT-037187,CLT-030449,105886,0.2303,0.0961,0.2215,0.0407,12
ACT-037188,CLT-030450,249009,0.1582,0.1018,0.2732,0.2647,11
ACT-037189,CLT-030451,304790,0.0849,-0.0451,0.1201,0.1676,12
ACT-037190,CLT-030452,108419,0.2371,-0.0534,0.3517,0.5810,11
ACT-037191,CLT-030452,57918,0.1525,0.0724,0.3357,0.1674,12
ACT-037192,CLT-030453,785760,0.4292,-0.0581,0.1891,0.6517,10
ACT-037193,CLT-030454,324609,0.3169,-0.0575,0.1146,0.1420,8
ACT-037194,CLT-030454,56584,0.0808,0.1518,0.2756,0.1808,11
ACT-037195,CLT-030455,142715,0.3735,-0.1399,0.2589,0.0917,11
ACT-037196,CLT-030456,781703,0.2326,0.0995,0.2307,0.5050,9
ACT-037197,CLT-030457,225706,0.3011,-0.2195,0.5848,0.3649,12
ACT-037198,CLT-030457,120951,0.3222,-0.0003,0.5256,0.1421,8
ACT-037199,CLT-030458,275127,0.1630,-0.0228,0.3644,0.4752,12
ACT-037200,CLT-030459,409932,0.3124,-0.1125,0.5930,0.1522,10
ACT-037201,CLT-030460,811304,0.1317,0.1139,0.1893,0.2145,11
ACT-037202,CLT-030461,25631,0.2977,-0.0044,0.1393,0.1902,11
ACT-037203,CLT-030462,60485,0.2354,-0.0122,0.3836,0.4446,10
ACT-037204,CLT-030462,23624,0.1265,0.1633,0.2188,0.1923,11
ACT-037205,CLT-030463,335081,0.0553,0.0245,0.1918,0.1923,11
ACT-037206,CLT-030464,107005,0.1542,-0.0393,0.1186,0.3158,11
ACT-037207,CLT-030465,122179,0.0882,0.0051,0.1203,0.1591,12
ACT-037208,CLT-030466,177437,0.2224,0.0615,0.2712,0.2828,11
ACT-037209,CLT-030466,142750,0.2213,0.0319,0.3185,0.5748,11
ACT-037210,CLT-030467,277227,0.3302,0.1278,0.1427,0.0986,8
ACT-037211,CLT-030468,144000,0.3059,-0.0268,0.1425,0.0648,10
ACT-037212,CLT-030469,103213,0.0200,0.1142,0.1527,0.6469,11
ACT-037213,CLT-030470,331908,0.1226,0.3314,0.1768,0.2231,12
ACT-037214,CLT-030470,15160,0.1800,0.2949,0.2941,0.5912,11
ACT-037215,CLT-030471,86486,0.2629,0.0515,0.3167,0.5018,11
ACT-037216,CLT-030472,398649,0.2889,-0.0154,0.1331,0.1820,9
ACT-037217,CLT-030473,309001,0.2598,0.0944,0.1012,0.1669,11
ACT-037218,CLT-030474,260772,0.2367,-0.2251,0.2529,0.1897,11
ACT-037219,CLT-030474,83406,0.3597,-0.1748,0.1358,0.1327,10
ACT-037220,CLT-030475,667292,0.0986,0.0304,0.2075,0.2102,12
ACT-037221,CLT-030475,651116,0.2165,0.1258,0.3010,0.1482,11
ACT-037222,CLT-030476,130186,0.1961,0.0999,0.2223,0.2391,12
ACT-037223,CLT-030477,276626,0.2117,0.1646,0.2500,0.5787,12
ACT-037224,CLT-030477,99659,0.1212,0.1040,0.2233,0.4671,12
ACT-037225,CLT-030478,281006,0.2899,0.0437,0.2873,0.1458,11
ACT-037226,CLT-030479,933327,0.1861,0.2036,0.1493,0.1122,11
ACT-037227,CLT-030480,177938,0.1465,0.1672,0.1648,0.1716,12
ACT-037228,CLT-030481,325717,0.1397,-0.0333,0.3120,0.3235,10
ACT-037229,CLT-030482,378771,0.1506,-0.0341,0.1478,0.1042,12
ACT-037230,CLT-030483,436788,0.2776,-0.0360,0.3890,0.5040,12
ACT-037231,CLT-030484,82270,0.1215,0.0826,0.1778,0.1835,11
ACT-037232,CLT-030485,726584,0.3895,-0.0777,0.2186,0.3225,12
ACT-037233,CLT-030486,67366,0.2540,0.1545,0.2415,0.1623,12
ACT-037234,CLT-030486,185595,0.1253,0.0407,0.1511,0.2661,12
ACT-037235,CLT-030487,236003,0.2659,0.0940,0.1299,0.6257,10
ACT-037236,CLT-030488,184317,0.1877,0.1656,0.2242,0.1233,12
ACT-037237,CLT-030489,379142,0.0892,0.0319,0.1417,0.2332,11
ACT-037238,CLT-030490,226669,0.1305,0.0204,0.0648,0.3261,11
ACT-037239,CLT-030490,40170,0.1038,0.0903,0.0862,0.4897,11
ACT-037240,CLT-030491,323440,0.0580,0.2334,0.1714,0.6106,12
ACT-037241,CLT-030492,681274,0.0402,0.0608,0.1907,0.1627,12
ACT-037242,CLT-030492,378436,0.0430,-0.0706,0.2684,0.3220,9
ACT-037243,CLT-030493,330349,0.2356,0.2071,0.2842,0.3793,9
ACT-037244,CLT-030494,235248,0.0737,0.1610,0.1591,0.2473,12
ACT-037245,CLT-030495,206068,0.2859,0.1811,0.2221,0.2375,9
ACT-037246,CLT-030496,189399,0.2467,0.0369,0.2932,0.5328,12
ACT-037247,CLT-030497,35682,0.4973,0.0772,0.1888,0.1590,8
ACT-037248,CLT-030498,153721,0.2232,0.0338,0.4374,0.5749,11
ACT-037249,CLT-030499,223790,0.1149,-0.0379,0.5704,0.1967,11
ACT-037250,CLT-030500,125691,0.2055,0.0138,0.5522,0.5877,10
ACT-037251,CLT-030500,90798,0.1856,0.1370,0.4154,0.0780,12
ACT-037252,CLT-030501,91269,0.1820,0.0826,0.3210,0.4975,11
ACT-037253,CLT-030502,199368,0.2084,-0.0293,0.3681,0.6476,10
ACT-037254,CLT-030503,112768,0.2520,0.3332,0.2200,0.1959,8
ACT-037255,CLT-030504,195712,0.2393,-0.0168,0.2944,0.5467,11
ACT-037256,CLT-030505,833138,0.3513,0.1115,0.2065,0.3151,12
ACT-037257,CLT-030506,106138,0.3817,-0.0714,0.3066,0.5403,11
ACT-037258,CLT-030507,50219,0.0827,0.0374,0.2228,0.2727,11
ACT-037259,CLT-030508,106095,0.1770,0.0631,0.2996,0.5551,12
ACT-037260,CLT-030509,245425,0.1612,-0.0673,0.1695,0.2290,12
ACT-037261,CLT-030509,107675,0.2216,0.2093,0.2261,0.2718,12
ACT-037262,CLT-030510,167700,0.2321,0.1533,0.1389,0.1473,8
ACT-037263,CLT-030511,271131,0.1527,-0.1616,0.1862,0.1800,12
ACT-037264,CLT-030512,58191,0.1868,0.1171,0.1340,0.2794,10
ACT-037265,CLT-030512,327613,0.1518,-0.0061,0.0987,0.1146,12
ACT-037266,CLT-030513,390404,0.2319,-0.1248,0.2898,0.3813,9
ACT-037267,CLT-030514,64538,0.4802,-0.0618,0.2171,0.1363,12
ACT-037268,CLT-030514,9487,0.3708,0.1165,0.1734,0.2330,11
ACT-037269,CLT-030515,232283,0.1105,0.0859,0.1569,0.2085,12
ACT-037270,CLT-030516,150910,0.1621,0.1204,0.3311,0.3550,11
ACT-037271,CLT-030517,362456,0.3658,-0.0520,0.1570,0.0909,10
ACT-037272,CLT-030518,245123,0.1783,0.0678,0.3438,0.4878,10
ACT-037273,CLT-030519,228340,0.1599,0.1376,0.1410,0.1746,12
ACT-037274,CLT-030520,200080,0.2008,-0.0300,0.0918,0.4716,10
ACT-037275,CLT-030521,82445,0.2945,0.1169,0.5203,0.2375,12
ACT-037276,CLT-030522,58337,0.2241,0.0734,0.3721,0.6015,11
ACT-037277,CLT-030523,551678,0.0558,-0.1661,0.1011,0.1444,10
ACT-037278,CLT-030524,173904,0.2382,0.0680,0.3083,0.2630,12
ACT-037279,CLT-030524,45750,0.0647,0.0916,0.1669,0.2270,12
ACT-037280,CLT-030525,807869,0.1630,0.1087,0.2417,0.1578,11
ACT-037281,CLT-030526,944224,0.0961,0.0157,0.0998,0.2800,11
ACT-037282,CLT-030527,205789,0.1115,-0.0671,0.1253,0.2773,12
ACT-037283,CLT-030528,508308,0.2833,0.0298,0.4811,0.2696,12
ACT-037284,CLT-030529,520333,0.2602,-0.0199,0.1053,0.0721,10
ACT-037285,CLT-030530,208433,0.2373,-0.0096,0.2329,0.3811,10
ACT-037286,CLT-030531,140497,0.1917,0.1183,0.3140,0.5435,10
ACT-037287,CLT-030532,576696,0.1856,-0.0932,0.2275,0.1259,11
ACT-037288,CLT-030532,293892,0.1894,-0.0861,0.1804,0.1322,11
ACT-037289,CLT-030533,127007,0.1040,0.0622,0.2697,0.5677,11
ACT-037290,CLT-030534,679500,0.1613,-0.0490,0.1005,0.5350,10
ACT-037291,CLT-030535,101290,0.2732,-0.1051,0.1519,0.2241,12
ACT-037292,CLT-030536,514235,0.2476,-0.0471,0.3029,0.1661,11
ACT-037293,CLT-030537,318865,0.1961,-0.0927,0.3711,0.5490,12
ACT-037294,CLT-030537,30225,0.1623,0.1213,0.2304,0.1173,12
ACT-037295,CLT-030538,812171,0.3403,-0.1166,0.1759,0.1731,9
ACT-037296,CLT-030539,220552,0.2974,-0.0251,0.1591,0.1717,9
ACT-037297,CLT-030540,173923,0.2757,-0.0439,0.5696,0.2234,11
ACT-037298,CLT-030541,142903,0.1405,0.1828,0.1713,0.1642,12
ACT-037299,CLT-030541,68440,0.2607,0.0663,0.3764,0.5253,11
ACT-037300,CLT-030542,50050,0.3036,0.2301,0.2052,0.3171,12
ACT-037301,CLT-030543,154024,0.2860,0.0504,0.3137,0.3061,11
ACT-037302,CLT-030544,474708,0.1027,0.0478,0.1715,0.2674,12
ACT-037303,CLT-030545,264878,0.2722,-0.0980,0.2880,0.5232,12
ACT-037304,CLT-030545,70070,0.2710,0.0148,0.1777,0.2588,12
ACT-037305,CLT-030546,370859,0.0579,0.0792,0.3403,0.1956,11
ACT-037306,CLT-030547,461962,0.1686,-0.1431,0.1723,0.1906,11
ACT-037307,CLT-030548,859669,0.0446,0.0935,0.1430,0.1544,12
ACT-037308,CLT-030549,279883,0.0761,-0.0107,0.1905,0.1575,12
ACT-037309,CLT-030550,344479,0.2634,0.0051,0.0929,0.3111,12
ACT-037310,CLT-030551,162188,0.1189,-0.0770,0.2885,0.1634,12
ACT-037311,CLT-030551,113860,0.0852,-0.0010,0.1670,0.2172,12
ACT-037312,CLT-030552,73524,0.2144,0.1643,0.1632,0.2511,12
ACT-037313,CLT-030553,45330,0.0595,0.0105,0.1825,0.2469,12
ACT-037314,CLT-030554,18028,0.4057,0.0582,0.2468,0.5107,11
ACT-037315,CLT-030555,54897,0.2634,0.0116,0.2262,0.2787,11
ACT-037316,CLT-030555,296855,0.2117,-0.0041,0.2073,0.1261,8
ACT-037317,CLT-030556,160079,0.3570,0.2080,0.3235,0.2311,11
ACT-037318,CLT-030557,98671,0.3611,0.0449,0.5731,0.3736,9
ACT-037319,CLT-030558,180844,0.2343,0.0660,0.2803,0.5583,10
ACT-037320,CLT-030558,284423,0.0892,-0.1352,0.3314,0.2121,11
ACT-037321,CLT-030559,244504,0.2913,-0.0462,0.3508,0.5840,11
ACT-037322,CLT-030560,297094,0.1587,0.0083,0.1292,0.2507,11
ACT-037323,CLT-030561,60152,0.2416,-0.0598,0.5719,0.3282,9
ACT-037324,CLT-030561,23187,0.1769,-0.0107,0.4808,0.1608,12
ACT-037325,CLT-030562,257512,0.2196,0.1351,0.3478,0.5356,10
ACT-037326,CLT-030563,1050109,0.1408,0.2543,0.1566,0.1534,11
ACT-037327,CLT-030563,126693,0.1166,0.0384,0.3474,0.5317,10
ACT-037328,CLT-030564,117778,0.2486,0.0525,0.4272,0.5537,10
ACT-037329,CLT-030565,144747,0.1398,-0.0170,0.1783,0.1655,12
ACT-037330,CLT-030565,44957,0.2737,0.0241,0.1632,0.0952,9
ACT-037331,CLT-030566,405691,0.1314,0.0907,0.1488,0.1932,12
ACT-037332,CLT-030566,109096,0.2833,-0.0737,0.2223,0.2667,12
ACT-037333,CLT-030567,338952,0.2263,0.1224,0.0832,0.3517,10
ACT-037334,CLT-030568,1326093,0.0706,-0.0525,0.1778,0.1075,10
ACT-037335,CLT-030569,75013,0.0963,-0.1055,0.1681,0.2192,12
ACT-037336,CLT-030570,236981,0.0677,0.0480,0.1753,0.1879,11
ACT-037337,CLT-030571,262389,0.2802,-0.1038,0.2287,0.2889,12
ACT-037338,CLT-030572,317270,0.2746,0.1044,0.3252,0.5108,11
ACT-037339,CLT-030572,133064,0.2019,0.1410,0.1547,0.1572,12
ACT-037340,CLT-030573,280677,0.2658,-0.0253,0.3084,0.6666,10
ACT-037341,CLT-030574,750897,0.2861,-0.1145,0.1543,0.4091,12
ACT-037342,CLT-030574,164686,0.0607,-0.1233,0.3388,0.1980,11
ACT-037343,CLT-030575,245073,0.2816,0.0565,0.5914,0.5990,12
ACT-037344,CLT-030576,143165,0.3000,-0.0371,0.2436,0.3642,11
ACT-037345,CLT-030577,294292,0.1089,-0.1214,0.1895,0.2149,11
ACT-037346,CLT-030578,99317,0.1686,-0.0825,0.2686,0.4543,12
ACT-037347,CLT-030578,70948,0.1753,0.1153,0.1597,0.0839,12
ACT-037348,CLT-030579,135520,0.4934,-0.0194,0.2249,0.3335,12
ACT-037349,CLT-030579,24613,0.4679,0.1445,0.2677,0.2671,10
ACT-037350,CLT-030580,824085,0.1707,-0.0040,0.1794,0.3005,12
ACT-037351,CLT-030580,128223,0.1819,0.0440,0.2730,0.1559,12
ACT-037352,CLT-030581,120729,0.1944,-0.0352,0.2530,0.3117,10
ACT-037353,CLT-030582,211148,0.2382,-0.2105,0.0908,0.5485,12
ACT-037354,CLT-030583,222740,0.1347,0.0186,0.1790,0.6455,11
ACT-037355,CLT-030584,224300,0.3985,-0.0745,0.1182,0.2214,11
ACT-037356,CLT-030585,158936,0.1386,-0.0905,0.5060,0.2246,12
ACT-037357,CLT-030585,119853,0.2213,-0.0046,0.4146,0.5400,11
ACT-037358,CLT-030586,870691,0.1865,0.0744,0.5411,0.5139,12
ACT-037359,CLT-030587,150503,0.2261,0.2022,0.3966,0.4882,12
ACT-037360,CLT-030587,93337,0.1283,-0.1080,0.1304,0.2614,11
ACT-037361,CLT-030588,2784936,0.0936,-0.0464,0.3084,0.6481,11
ACT-037362,CLT-030589,44329,0.1130,0.1356,0.2484,0.2750,12
ACT-037363,CLT-030590,29929,0.2878,0.1582,0.2762,0.4687,12
ACT-037364,CLT-030591,345033,0.2235,-0.0859,0.0762,0.2431,11
ACT-037365,CLT-030592,446418,0.1887,0.0055,0.1825,0.1459,12
ACT-037366,CLT-030593,332713,0.0551,-0.0629,0.2261,0.3149,10
ACT-037367,CLT-030594,113300,0.3195,0.1445,0.2295,0.0683,9
ACT-037368,CLT-030595,251101,0.1722,-0.0095,0.0883,0.1331,12
ACT-037369,CLT-030595,29342,0.2116,-0.0113,0.1396,0.4593,10
ACT-037370,CLT-030596,592492,0.1865,0.1787,0.1433,0.2678,12
ACT-037371,CLT-030597,199694,0.1549,0.0503,0.1962,0.1748,12
ACT-037372,CLT-030598,212475,0.1485,-0.0753,0.4271,0.1487,12
ACT-037373,CLT-030599,159247,0.0909,0.1708,0.2973,0.2805,10
