identifiant_activite,identifiant_client,identifiant_institution,mois,recettes_reelles,charges_reelles,revenu_net_reel,indice_saison,effet_evenement,effet_macro
ACT-000047,CLT-000039,INS-001,2024-02,284939,260382,24557,1.0000,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-03,235016,214762,20254,0.8768,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-04,216079,197457,18622,0.7867,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-05,189034,172742,16291,0.7537,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-06,225117,205716,19401,0.7867,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-07,273532,249959,23574,0.8769,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-08,311706,284843,26863,1.0000,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-09,325199,297173,28026,1.1232,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-10,399362,364944,34418,1.2133,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-11,377093,344595,32499,1.2463,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2024-12,387128,353764,33363,1.2133,1.0000,1.0239
ACT-000047,CLT-000039,INS-001,2025-01,301262,337375,-36114,1.1232,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-02,256039,286731,-30693,1.0000,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-03,204823,229376,-24553,0.8768,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-04,178732,200157,-21425,0.7867,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-05,181189,202909,-21720,0.7537,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-06,199045,222906,-23861,0.7867,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-07,201232,225354,-24123,0.8769,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-08,251252,281371,-30119,1.0000,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-09,320370,358774,-38404,1.1232,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-10,336156,376452,-40297,1.2133,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-11,350337,392334,-41997,1.2463,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2025-12,331258,370968,-39710,1.2133,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2022-07,431334,404807,26527,0.7708,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2022-08,394505,370243,24262,0.8677,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2022-09,513434,481858,31576,1.0000,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2022-10,439848,437565,2283,1.1323,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2022-11,640607,637282,3325,1.2292,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2022-12,620348,617129,3220,1.2647,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-01,579348,554593,24756,1.2292,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-02,580053,555267,24786,1.1323,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-03,494724,473585,21140,1.0000,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-04,340255,325716,14539,0.8676,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-05,387640,371076,16564,0.7708,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-06,268969,252427,16542,0.7353,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-07,315316,295924,19392,0.7708,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-08,272454,255698,16756,0.8677,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-09,450863,423135,27728,1.0000,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-10,558003,523686,34317,1.1323,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-11,613474,575745,37729,1.2292,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2023-12,479479,449991,29488,1.2647,0.6332,1.0000
ACT-000048,CLT-000040,INS-001,2024-01,338852,324372,14479,1.2292,0.6332,1.0239
ACT-000048,CLT-000040,INS-001,2024-02,393213,376411,16802,1.1323,0.6332,1.0239
ACT-000048,CLT-000040,INS-001,2024-03,438433,419699,18734,1.0000,0.6332,1.0239
ACT-000048,CLT-000040,INS-001,2024-04,502488,481017,21471,0.8676,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-05,323320,309504,13815,0.7708,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-06,219855,210461,9394,0.7353,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-07,405569,388239,17330,0.7708,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-08,547307,523921,23386,0.8677,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-09,463029,443244,19785,1.0000,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-10,573285,548789,24496,1.1323,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-11,545976,522646,23330,1.2292,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2024-12,748462,716480,31982,1.2647,1.0000,1.0239
ACT-000048,CLT-000040,INS-001,2025-01,687391,806396,-119005,1.2292,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-02,421289,494224,-72936,1.1323,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-03,371347,435636,-64289,1.0000,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-04,311989,366002,-54013,0.8676,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-05,226863,266138,-39276,0.7708,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-06,317925,372966,-55041,0.7353,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-07,322990,378908,-55918,0.7708,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-08,550658,645990,-95333,0.8677,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-09,623037,730901,-107863,1.0000,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-10,898100,1053584,-155484,1.1323,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-11,919232,1078374,-159142,1.2292,1.0000,1.0000
ACT-000048,CLT-000040,INS-001,2025-12,1002984,1176626,-173642,1.2647,1.0000,1.0000
ACT-000049,CLT-000041,INS-001,2025-08,237457,231194,6263,0.8926,1.0000,1.0000
ACT-000049,CLT-000041,INS-001,2025-09,214733,209070,5664,1.0000,1.0000,1.0000
ACT-000049,CLT-000041,INS-001,2025-10,253051,246377,6674,1.1074,1.0000,1.0000
ACT-000049,CLT-000041,INS-001,2025-11,270550,263414,7136,1.1860,1.0000,1.0000
ACT-000049,CLT-000041,INS-001,2025-12,259880,253026,6854,1.2148,1.0000,1.0000
ACT-000050,CLT-000041,INS-001,2025-08,237076,262236,-25160,1.0000,1.0000,1.0000
ACT-000050,CLT-000041,INS-001,2025-09,313692,346983,-33291,1.1039,1.0000,1.0000
ACT-000050,CLT-000041,INS-001,2025-10,465877,515319,-49441,1.1800,1.0000,1.0000
ACT-000050,CLT-000041,INS-001,2025-11,394326,436174,-41848,1.2078,1.0000,1.0000
ACT-000050,CLT-000041,INS-001,2025-12,502005,555281,-53275,1.1800,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2022-08,496687,415925,80761,0.9265,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2022-09,666864,558432,108432,1.0000,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2022-10,806450,715841,90610,1.0735,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2022-11,677036,600967,76069,1.1273,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2022-12,586781,520852,65928,1.1470,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-01,605564,517241,88323,1.1273,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-02,656569,560808,95762,1.0735,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-03,636974,544070,92904,1.0000,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-04,528601,451503,77097,0.9265,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-05,511695,437063,74632,0.8727,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-06,549249,459941,89308,0.8530,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-07,575835,482204,93631,0.8727,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-08,558152,467397,90756,0.9265,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-09,696535,583278,113257,1.0000,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-10,686133,574568,111565,1.0735,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-11,753355,630859,122495,1.1273,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2023-12,594742,498037,96705,1.1470,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2024-01,525765,449081,76684,1.1273,0.8955,1.0239
ACT-000051,CLT-000042,INS-001,2024-02,600785,513159,87626,1.0735,0.8955,1.0239
ACT-000051,CLT-000042,INS-001,2024-03,632308,540084,92223,1.0000,0.8955,1.0239
ACT-000051,CLT-000042,INS-001,2024-04,726230,620308,105922,0.9265,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-05,659951,563695,96255,0.8727,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-06,731818,625081,106737,0.8530,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-07,844706,721504,123202,0.8727,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-08,711561,607778,103783,0.9265,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-09,827996,707231,120765,1.0000,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-10,1018672,870097,148575,1.0735,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-11,1004708,858169,146539,1.1273,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2024-12,925315,790356,134959,1.1470,1.0000,1.0239
ACT-000051,CLT-000042,INS-001,2025-01,876285,917252,-40966,1.1273,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-02,930722,974233,-43511,1.0735,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-03,637179,666967,-29788,1.0000,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-04,670252,701586,-31334,0.9265,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-05,562909,589225,-26316,0.8727,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-06,620866,649891,-29025,0.8530,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-07,660269,691137,-30868,0.8727,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-08,854415,894359,-39944,0.9265,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-09,825398,863985,-38587,1.0000,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-10,740173,774776,-34603,1.0735,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-11,701263,734047,-32784,1.1273,1.0000,1.0000
ACT-000051,CLT-000042,INS-001,2025-12,715456,748904,-33448,1.1470,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2022-09,344032,308081,35951,1.0000,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2022-10,422095,400665,21430,1.1197,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2022-11,429528,407721,21807,1.2072,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2022-12,396336,376214,20122,1.2393,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-01,344785,314930,29855,1.2072,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-02,337528,308301,29227,1.1197,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-03,265546,242553,22994,1.0000,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-04,217445,198617,18829,0.8803,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-05,258701,236301,22401,0.7928,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-06,194816,174458,20358,0.7607,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-07,252085,225742,26343,0.7928,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-08,328658,294313,34345,0.8804,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-09,403456,361295,42161,1.0000,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-10,420853,376874,43979,1.1197,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-11,479520,429410,50110,1.2072,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2023-12,473885,424364,49521,1.2393,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2024-01,488770,446447,42323,1.2072,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-02,455842,416371,39471,1.1197,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-03,428546,391438,37108,1.0000,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-04,321250,293433,27817,0.8803,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-05,303534,277251,26283,0.7928,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-06,312104,285079,27025,0.7607,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-07,278982,254825,24157,0.7928,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-08,351131,320727,30404,0.8804,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-09,372102,339882,32220,1.0000,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-10,422489,385906,36583,1.1197,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-11,384627,351322,33305,1.2072,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2024-12,396725,362372,34352,1.2393,1.0000,1.0239
ACT-000052,CLT-000043,INS-001,2025-01,324994,363790,-38796,1.2072,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-02,338297,378681,-40384,1.1197,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-03,365249,408851,-43602,1.0000,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-04,291827,326663,-34837,0.8803,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-05,329471,368801,-39331,0.7928,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-06,281808,315449,-33641,0.7607,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-07,347358,388824,-41466,0.7928,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-08,361980,405192,-43211,0.8804,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-09,399576,447276,-47699,1.0000,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-10,496459,555723,-59265,1.1197,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-11,491320,549972,-58651,1.2072,1.0000,1.0000
ACT-000052,CLT-000043,INS-001,2025-12,424819,475532,-50713,1.2393,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2022-09,120440,86367,34072,1.1727,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2022-10,148166,112625,35541,1.2991,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2022-11,133607,101558,32049,1.3454,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2022-12,122079,92795,29284,1.2991,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-01,128199,93770,34429,1.1727,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-02,92947,67986,24962,1.0000,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-03,79828,58390,21439,0.8273,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-04,60710,44406,16304,0.7009,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-05,50239,36747,13492,0.6546,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-06,50147,35960,14186,0.7009,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-07,80827,57961,22866,0.8273,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-08,92396,66257,26139,1.0000,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-09,119453,85660,33793,1.1727,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-10,118593,85043,33550,1.2991,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-11,104207,74727,29480,1.3454,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2023-12,117241,84073,33167,1.2991,1.0000,1.0000
ACT-000053,CLT-000044,INS-001,2024-01,95629,69947,25682,1.1727,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-02,86940,63591,23348,1.0000,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-03,73084,53457,19627,0.8273,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-04,87165,63756,23409,0.7009,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-05,75431,55174,20258,0.6546,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-06,70733,51737,18996,0.7009,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-07,73200,53541,19658,0.8273,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-08,77079,56378,20700,1.0000,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-09,79846,58402,21443,1.1727,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-10,85966,62879,23087,1.2991,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-11,97005,70954,26052,1.3454,1.0000,1.0239
ACT-000053,CLT-000044,INS-001,2024-12,121711,89024,32686,1.2991,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2022-10,651734,648006,3728,1.0895,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2022-11,578673,575363,3310,1.1549,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2022-12,671429,667589,3841,1.1789,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-01,671511,642475,29036,1.1549,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-02,603149,577069,26080,1.0895,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-03,501843,480143,21700,1.0000,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-04,545897,522293,23605,0.9105,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-05,432339,413645,18694,0.8451,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-06,463998,435230,28768,0.8211,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-07,512624,480841,31783,0.8451,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-08,493610,463006,30604,0.9106,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-09,623103,584470,38632,1.0000,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-10,498383,467483,30900,1.0895,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-11,766096,718598,47498,1.1549,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2023-12,837244,785335,51909,1.1789,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2024-01,881334,843225,38109,1.1549,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-02,964805,923087,41718,1.0895,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-03,613609,587076,26532,1.0000,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-04,578387,553377,25009,0.9105,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-05,626983,599872,27111,0.8451,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-06,597479,571644,25835,0.8211,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-07,593427,567767,25660,0.8451,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-08,613368,586846,26522,0.9106,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-09,660019,631479,28539,1.0000,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-10,933642,893271,40371,1.0895,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-11,808700,773732,34968,1.1549,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2024-12,828374,792555,35819,1.1789,1.0000,1.0239
ACT-000054,CLT-000045,INS-001,2025-01,750984,880528,-129545,1.1549,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-02,655593,768683,-113090,1.0895,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-03,586376,687526,-101150,1.0000,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-04,664630,779279,-114649,0.9105,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-05,718159,842041,-123882,0.8451,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-06,763432,895124,-131692,0.8211,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-07,738879,866336,-127457,0.8451,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-08,840058,984968,-144910,0.9106,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-09,930577,1091102,-160525,1.0000,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-10,1095651,1284651,-189000,1.0895,1.0000,1.0000
ACT-000054,CLT-000045,INS-001,2025-11,621546,728763,-107217,1.1549,0.6414,1.0000
ACT-000054,CLT-000045,INS-001,2025-12,581286,681558,-100272,1.1789,0.6414,1.0000
ACT-000055,CLT-000045,INS-001,2022-10,103660,87508,16152,1.1439,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2022-11,87753,74080,13673,1.2492,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2022-12,77437,65371,12066,1.2878,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-01,69598,56537,13062,1.2492,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-02,62895,51092,11804,1.1439,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-03,62812,51024,11788,1.0000,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-04,51577,41897,9679,0.8561,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-05,51333,41700,9634,0.7508,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-06,55818,44453,11365,0.7122,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-07,58194,46345,11848,0.7508,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-08,62417,49709,12708,0.8561,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-09,81226,64688,16538,1.0000,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-10,93672,74601,19072,1.1439,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-11,71596,57019,14577,1.2492,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2023-12,84961,67663,17298,1.2878,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2024-01,88069,71541,16528,1.2492,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-02,73708,59875,13833,1.1439,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-03,72093,58563,13530,1.0000,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-04,54109,43954,10155,0.8561,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-05,49622,40310,9313,0.7508,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-06,45949,37326,8623,0.7122,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-07,42943,34884,8059,0.7508,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-08,52524,42667,9857,0.8561,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-09,89412,72632,16780,1.0000,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-10,80729,65579,15151,1.1439,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-11,107168,87055,20112,1.2492,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2024-12,111853,90861,20992,1.2878,1.0000,1.0239
ACT-000055,CLT-000045,INS-001,2025-01,113215,112705,509,1.2492,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-02,102897,102434,463,1.1439,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-03,76181,75838,343,1.0000,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-04,85728,85342,386,0.8561,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-05,70915,70596,319,0.7508,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-06,74157,73823,334,0.7122,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-07,60054,59784,270,0.7508,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-08,66916,66615,301,0.8561,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-09,66392,66093,299,1.0000,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-10,66599,66299,300,1.1439,1.0000,1.0000
ACT-000055,CLT-000045,INS-001,2025-11,51274,51044,231,1.2492,0.6414,1.0000
ACT-000055,CLT-000045,INS-001,2025-12,54844,54597,247,1.2878,0.6414,1.0000
ACT-000056,CLT-000046,INS-001,2022-11,189832,159126,30706,1.1199,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2022-12,197317,165400,31916,1.1384,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-01,211653,170722,40930,1.1199,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-02,197653,159430,38223,1.0692,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-03,168160,135640,32519,1.0000,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-04,130403,105185,25218,0.9308,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-05,163808,132131,31678,0.8801,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-06,158595,125417,33178,0.8616,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-07,244944,193701,51242,0.8801,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-08,238721,188781,49940,0.9308,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-09,218089,172465,45624,1.0000,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-10,215325,170279,45046,1.0692,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-11,222047,175595,46452,1.1199,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2023-12,220442,174326,46116,1.1384,1.0000,1.0000
ACT-000056,CLT-000046,INS-001,2024-01,242597,195683,46914,1.1199,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-02,206583,166633,39950,1.0692,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-03,187979,151627,36352,1.0000,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-04,163967,132258,31709,0.9308,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-05,159057,128298,30759,0.8801,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-06,175898,141882,34016,0.8616,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-07,149955,120956,28999,0.8801,1.0000,1.0239
ACT-000056,CLT-000046,INS-001,2024-08,163647,132000,31647,0.9308,1.0000,1.0239
