identifiant_decision,identifiant_demande,identifiant_institution,date_decision,statut,motif_principal,montant_accorde,duree_accordee_mois
DEC-027421,DEM-027421,INS-003,2025-04-03,ACCEPTEE,,155000,6
DEC-027422,DEM-027422,INS-003,2025-05-02,ACCEPTEE,,1455000,18
DEC-027423,DEM-027423,INS-003,2025-02-28,ACCEPTEE,,670000,12
DEC-027424,DEM-027424,INS-003,2025-02-22,ACCEPTEE,,900000,18
DEC-027425,DEM-027425,INS-003,2025-03-15,ACCEPTEE,,600000,12
DEC-027426,DEM-027426,INS-003,2024-06-05,REFUSEE,dossier_incomplet,,
DEC-027427,DEM-027427,INS-003,2025-09-18,ACCEPTEE,,385000,9
DEC-027428,DEM-027428,INS-003,2025-04-25,AJOURNEE,dossier_incomplet,,
DEC-027429,DEM-027429,INS-003,2025-01-06,REFUSEE,garantie_insuffisante,,
DEC-027430,DEM-027430,INS-003,2024-05-19,ACCEPTEE,,325000,12
DEC-027431,DEM-027431,INS-003,2025-03-06,REFUSEE,capacite_insuffisante,,
DEC-027432,DEM-027432,INS-003,2024-09-27,ACCEPTEE,,800000,12
DEC-027433,DEM-027433,INS-003,2025-08-18,ACCEPTEE,,250000,6
DEC-027434,DEM-027434,INS-003,2024-06-01,REFUSEE,capacite_insuffisante,,
DEC-027435,DEM-027435,INS-003,2025-07-29,REFUSEE,capacite_insuffisante,,
DEC-027436,DEM-027436,INS-003,2024-08-24,ACCEPTEE,,420000,12
DEC-027437,DEM-027437,INS-003,2024-09-04,ACCEPTEE,,250000,6
DEC-027438,DEM-027438,INS-003,2025-07-23,ACCEPTEE,,490000,12
DEC-027439,DEM-027439,INS-003,2025-04-02,REFUSEE,capacite_insuffisante,,
DEC-027440,DEM-027440,INS-003,2024-12-20,REFUSEE,capacite_insuffisante,,
DEC-027441,DEM-027441,INS-003,2025-07-05,ACCEPTEE,,210000,6
DEC-027442,DEM-027442,INS-003,2025-06-26,ACCEPTEE,,875000,18
DEC-027443,DEM-027443,INS-003,2024-10-09,ACCEPTEE,,1500000,12
DEC-027444,DEM-027444,INS-003,2025-02-10,ACCEPTEE,,350000,12
DEC-027445,DEM-027445,INS-003,2025-01-08,REFUSEE,capacite_insuffisante,,
DEC-027446,DEM-027446,INS-003,2025-02-19,ACCEPTEE,,145000,6
DEC-027447,DEM-027447,INS-003,2025-04-10,REFUSEE,capacite_insuffisante,,
DEC-027448,DEM-027448,INS-003,2025-03-09,REFUSEE,endettement_eleve,,
DEC-027449,DEM-027449,INS-003,2025-08-24,REFUSEE,capacite_insuffisante,,
DEC-027450,DEM-027450,INS-003,2024-07-16,ACCEPTEE,,710000,24
DEC-027451,DEM-027451,INS-003,2024-10-22,ANNULEE_CLIENT,,,
DEC-027452,DEM-027452,INS-003,2024-10-30,ACCEPTEE,,1500000,18
DEC-027453,DEM-027453,INS-003,2025-03-12,ACCEPTEE,,35000,9
DEC-027454,DEM-027454,INS-003,2024-08-12,ACCEPTEE,,250000,3
DEC-027455,DEM-027455,INS-003,2025-03-01,ACCEPTEE,,275000,21
DEC-027456,DEM-027456,INS-003,2025-01-10,REFUSEE,endettement_eleve,,
DEC-027457,DEM-027457,INS-003,2025-04-19,REFUSEE,endettement_eleve,,
DEC-027458,DEM-027458,INS-003,2024-10-20,ACCEPTEE,,1500000,18
DEC-027459,DEM-027459,INS-003,2025-05-05,ACCEPTEE,,470000,12
DEC-027460,DEM-027460,INS-003,2024-09-27,ACCEPTEE,,250000,6
DEC-027461,DEM-027461,INS-003,2025-03-14,ACCEPTEE,,160000,12
DEC-027462,DEM-027462,INS-003,2025-01-13,ACCEPTEE,,150000,18
DEC-027463,DEM-027463,INS-003,2024-06-20,ACCEPTEE,,160000,9
DEC-027464,DEM-027464,INS-003,2025-10-23,REFUSEE,capacite_insuffisante,,
DEC-027465,DEM-027465,INS-003,2024-05-24,REFUSEE,endettement_eleve,,
DEC-027466,DEM-027466,INS-003,2024-11-11,AJOURNEE,dossier_incomplet,,
DEC-027467,DEM-027467,INS-003,2025-03-03,ANNULEE_CLIENT,,,
DEC-027468,DEM-027468,INS-003,2025-08-30,ACCEPTEE,,60000,6
DEC-027469,DEM-027469,INS-003,2025-10-17,REFUSEE,capacite_insuffisante,,
DEC-027470,DEM-027470,INS-003,2024-05-21,REFUSEE,capacite_insuffisante,,
DEC-027471,DEM-027471,INS-003,2024-12-17,ACCEPTEE,,250000,9
DEC-027472,DEM-027472,INS-003,2024-12-09,ACCEPTEE,,535000,12
DEC-027473,DEM-027473,INS-003,2025-11-23,ACCEPTEE,,610000,15
DEC-027474,DEM-027474,INS-003,2024-06-01,ACCEPTEE,,600000,6
DEC-027475,DEM-027475,INS-003,2024-10-29,REFUSEE,capacite_insuffisante,,
DEC-027476,DEM-027476,INS-003,2025-10-24,ACCEPTEE,,620000,12
DEC-027477,DEM-027477,INS-003,2024-12-06,REFUSEE,capacite_insuffisante,,
DEC-027478,DEM-027478,INS-003,2025-04-17,REFUSEE,capacite_insuffisante,,
DEC-027479,DEM-027479,INS-003,2024-10-14,REFUSEE,capacite_insuffisante,,
DEC-027480,DEM-027480,INS-003,2025-04-20,ACCEPTEE,,245000,12
DEC-027481,DEM-027481,INS-003,2025-10-08,REFUSEE,capacite_insuffisante,,
DEC-027482,DEM-027482,INS-003,2024-12-27,ACCEPTEE,,1500000,12
DEC-027483,DEM-027483,INS-003,2024-09-19,ACCEPTEE,,185000,9
DEC-027484,DEM-027484,INS-003,2025-03-16,ACCEPTEE,,370000,12
DEC-027485,DEM-027485,INS-003,2025-03-12,ACCEPTEE,,525000,12
DEC-027486,DEM-027486,INS-003,2024-07-04,ACCEPTEE,,250000,9
DEC-027487,DEM-027487,INS-003,2025-11-24,ACCEPTEE,,535000,12
DEC-027488,DEM-027488,INS-003,2024-08-27,ACCEPTEE,,50000,6
DEC-027489,DEM-027489,INS-003,2025-09-03,REFUSEE,capacite_insuffisante,,
DEC-027490,DEM-027490,INS-003,2025-01-21,ACCEPTEE,,1500000,18
DEC-027491,DEM-027491,INS-003,2025-06-03,ACCEPTEE,,375000,12
DEC-027492,DEM-027492,INS-003,2025-02-07,REFUSEE,endettement_eleve,,
DEC-027493,DEM-027493,INS-003,2025-05-20,REFUSEE,endettement_eleve,,
DEC-027494,DEM-027494,INS-003,2025-04-15,REFUSEE,capacite_insuffisante,,
DEC-027495,DEM-027495,INS-003,2024-11-04,REFUSEE,capacite_insuffisante,,
DEC-027496,DEM-027496,INS-003,2025-03-28,ACCEPTEE,,1185000,12
DEC-027497,DEM-027497,INS-003,2025-01-31,ACCEPTEE,,250000,6
DEC-027498,DEM-027498,INS-003,2025-10-02,REFUSEE,capacite_insuffisante,,
DEC-027499,DEM-027499,INS-003,2024-06-08,REFUSEE,endettement_eleve,,
DEC-027500,DEM-027500,INS-003,2025-04-09,AJOURNEE,dossier_incomplet,,
DEC-027501,DEM-027501,INS-003,2024-10-30,ACCEPTEE,,150000,6
DEC-027502,DEM-027502,INS-003,2025-06-09,ACCEPTEE,,250000,6
DEC-027503,DEM-027503,INS-003,2024-09-17,ACCEPTEE,,315000,12
DEC-027504,DEM-027504,INS-003,2024-07-23,ACCEPTEE,,600000,9
DEC-027505,DEM-027505,INS-003,2025-09-19,AJOURNEE,dossier_incomplet,,
DEC-027506,DEM-027506,INS-003,2025-08-12,ACCEPTEE,,125000,3
DEC-027507,DEM-027507,INS-003,2024-06-22,ACCEPTEE,,150000,12
DEC-027508,DEM-027508,INS-003,2024-08-14,ACCEPTEE,,600000,6
DEC-027509,DEM-027509,INS-003,2025-02-08,REFUSEE,capacite_insuffisante,,
DEC-027510,DEM-027510,INS-003,2024-07-16,ANNULEE_CLIENT,,,
DEC-027511,DEM-027511,INS-003,2025-09-25,ACCEPTEE,,365000,18
DEC-027512,DEM-027512,INS-003,2024-11-23,REFUSEE,capacite_insuffisante,,
DEC-027513,DEM-027513,INS-003,2025-10-03,ACCEPTEE,,425000,15
DEC-027514,DEM-027514,INS-003,2025-07-10,REFUSEE,endettement_eleve,,
DEC-027515,DEM-027515,INS-003,2024-09-11,REFUSEE,endettement_eleve,,
DEC-027516,DEM-027516,INS-003,2025-07-27,ACCEPTEE,,230000,21
DEC-027517,DEM-027517,INS-003,2024-11-05,REFUSEE,endettement_eleve,,
DEC-027518,DEM-027518,INS-003,2025-03-27,ACCEPTEE,,300000,12
DEC-027519,DEM-027519,INS-003,2025-08-11,ACCEPTEE,,155000,6
DEC-027520,DEM-027520,INS-003,2025-10-09,REFUSEE,capacite_insuffisante,,
DEC-027521,DEM-027521,INS-003,2025-01-09,ACCEPTEE,,250000,6
DEC-027522,DEM-027522,INS-003,2025-10-16,ACCEPTEE,,250000,9
DEC-027523,DEM-027523,INS-003,2025-07-24,REFUSEE,capacite_insuffisante,,
DEC-027524,DEM-027524,INS-003,2024-06-21,REFUSEE,capacite_insuffisante,,
DEC-027525,DEM-027525,INS-003,2025-11-27,REFUSEE,endettement_eleve,,
DEC-027526,DEM-027526,INS-003,2024-12-25,ACCEPTEE,,1500000,24
DEC-027527,DEM-027527,INS-003,2025-02-25,REFUSEE,capacite_insuffisante,,
DEC-027528,DEM-027528,INS-003,2025-09-02,ANNULEE_CLIENT,,,
DEC-027529,DEM-027529,INS-003,2025-04-15,REFUSEE,capacite_insuffisante,,
DEC-027530,DEM-027530,INS-003,2024-12-26,ACCEPTEE,,365000,6
DEC-027531,DEM-027531,INS-003,2025-08-26,AJOURNEE,dossier_incomplet,,
DEC-027532,DEM-027532,INS-003,2025-06-11,REFUSEE,endettement_eleve,,
DEC-027533,DEM-027533,INS-003,2025-12-04,REFUSEE,endettement_eleve,,
DEC-027534,DEM-027534,INS-003,2024-12-20,ACCEPTEE,,600000,12
DEC-027535,DEM-027535,INS-003,2024-08-27,REFUSEE,endettement_eleve,,
DEC-027536,DEM-027536,INS-003,2025-08-16,ACCEPTEE,,480000,24
DEC-027537,DEM-027537,INS-003,2024-12-26,REFUSEE,capacite_insuffisante,,
DEC-027538,DEM-027538,INS-003,2025-10-14,ACCEPTEE,,175000,6
DEC-027539,DEM-027539,INS-003,2025-01-11,ACCEPTEE,,250000,9
DEC-027540,DEM-027540,INS-003,2025-11-27,ACCEPTEE,,140000,12
DEC-027541,DEM-027541,INS-003,2025-05-18,ACCEPTEE,,250000,6
DEC-027542,DEM-027542,INS-003,2025-11-15,REFUSEE,endettement_eleve,,
DEC-027543,DEM-027543,INS-003,2024-12-27,ACCEPTEE,,900000,12
DEC-027544,DEM-027544,INS-003,2024-12-29,ACCEPTEE,,1500000,12
DEC-027545,DEM-027545,INS-003,2025-05-23,ACCEPTEE,,250000,6
DEC-027546,DEM-027546,INS-003,2024-12-09,ACCEPTEE,,250000,6
DEC-027547,DEM-027547,INS-003,2025-04-11,REFUSEE,capacite_insuffisante,,
DEC-027548,DEM-027548,INS-003,2025-04-28,REFUSEE,capacite_insuffisante,,
DEC-027549,DEM-027549,INS-003,2025-08-24,ACCEPTEE,,115000,6
DEC-027550,DEM-027550,INS-003,2024-10-11,AJOURNEE,dossier_incomplet,,
DEC-027551,DEM-027551,INS-003,2025-09-22,REFUSEE,capacite_insuffisante,,
DEC-027552,DEM-027552,INS-003,2025-03-12,REFUSEE,capacite_insuffisante,,
DEC-027553,DEM-027553,INS-003,2025-04-28,ACCEPTEE,,100000,6
DEC-027554,DEM-027554,INS-003,2025-11-04,REFUSEE,capacite_insuffisante,,
DEC-027555,DEM-027555,INS-003,2024-07-08,AJOURNEE,dossier_incomplet,,
DEC-027556,DEM-027556,INS-003,2024-10-27,ACCEPTEE,,465000,12
DEC-027557,DEM-027557,INS-003,2025-02-12,ACCEPTEE,,1500000,24
DEC-027558,DEM-027558,INS-003,2025-08-22,ACCEPTEE,,250000,9
DEC-027559,DEM-027559,INS-003,2024-09-25,ACCEPTEE,,215000,6
DEC-027560,DEM-027560,INS-003,2025-03-30,AJOURNEE,dossier_incomplet,,
DEC-027561,DEM-027561,INS-003,2025-05-28,ACCEPTEE,,325000,12
DEC-027562,DEM-027562,INS-003,2024-07-14,ACCEPTEE,,405000,6
DEC-027563,DEM-027563,INS-003,2025-09-21,ACCEPTEE,,900000,6
DEC-027564,DEM-027564,INS-003,2025-02-23,REFUSEE,capacite_insuffisante,,
DEC-027565,DEM-027565,INS-003,2025-05-26,REFUSEE,endettement_eleve,,
DEC-027566,DEM-027566,INS-003,2024-06-27,ACCEPTEE,,1095000,12
DEC-027567,DEM-027567,INS-003,2025-06-07,ACCEPTEE,,150000,12
DEC-027568,DEM-027568,INS-003,2024-08-24,REFUSEE,dossier_incomplet,,
DEC-027569,DEM-027569,INS-003,2025-06-16,ACCEPTEE,,1500000,12
DEC-027570,DEM-027570,INS-003,2024-08-26,ACCEPTEE,,250000,9
DEC-027571,DEM-027571,INS-003,2025-03-23,ACCEPTEE,,195000,12
DEC-027572,DEM-027572,INS-003,2024-06-24,ACCEPTEE,,155000,15
DEC-027573,DEM-027573,INS-003,2025-10-26,ACCEPTEE,,1500000,15
DEC-027574,DEM-027574,INS-003,2024-07-26,ACCEPTEE,,250000,9
DEC-027575,DEM-027575,INS-003,2024-12-06,ACCEPTEE,,600000,12
DEC-027576,DEM-027576,INS-003,2025-03-10,ACCEPTEE,,595000,12
DEC-027577,DEM-027577,INS-003,2024-06-21,REFUSEE,capacite_insuffisante,,
DEC-027578,DEM-027578,INS-003,2025-01-17,ACCEPTEE,,255000,12
DEC-027579,DEM-027579,INS-003,2024-08-28,REFUSEE,dossier_incomplet,,
DEC-027580,DEM-027580,INS-003,2025-06-26,REFUSEE,capacite_insuffisante,,
DEC-027581,DEM-027581,INS-003,2025-10-18,ACCEPTEE,,310000,12
DEC-027582,DEM-027582,INS-003,2024-12-29,ACCEPTEE,,150000,12
DEC-027583,DEM-027583,INS-003,2024-09-03,ACCEPTEE,,150000,15
DEC-027584,DEM-027584,INS-003,2025-03-23,REFUSEE,capacite_insuffisante,,
DEC-027585,DEM-027585,INS-003,2025-02-22,AJOURNEE,dossier_incomplet,,
DEC-027586,DEM-027586,INS-003,2024-08-31,REFUSEE,capacite_insuffisante,,
DEC-027587,DEM-027587,INS-003,2025-11-15,REFUSEE,endettement_eleve,,
DEC-027588,DEM-027588,INS-003,2024-07-24,REFUSEE,capacite_insuffisante,,
DEC-027589,DEM-027589,INS-003,2025-02-19,ACCEPTEE,,600000,12
DEC-027590,DEM-027590,INS-003,2025-03-02,REFUSEE,capacite_insuffisante,,
DEC-027591,DEM-027591,INS-003,2025-06-23,ACCEPTEE,,415000,12
DEC-027592,DEM-027592,INS-003,2025-05-16,ACCEPTEE,,1165000,12
DEC-027593,DEM-027593,INS-003,2025-12-01,ACCEPTEE,,170000,3
DEC-027594,DEM-027594,INS-003,2025-11-28,REFUSEE,capacite_insuffisante,,
DEC-027595,DEM-027595,INS-003,2024-08-25,REFUSEE,endettement_eleve,,
DEC-027596,DEM-027596,INS-003,2025-04-23,ACCEPTEE,,225000,12
DEC-027597,DEM-027597,INS-003,2025-06-28,AJOURNEE,dossier_incomplet,,
DEC-027598,DEM-027598,INS-003,2024-08-22,REFUSEE,capacite_insuffisante,,
DEC-027599,DEM-027599,INS-003,2025-03-25,REFUSEE,capacite_insuffisante,,
DEC-027600,DEM-027600,INS-003,2025-01-18,REFUSEE,capacite_insuffisante,,
DEC-027601,DEM-027601,INS-003,2025-07-21,ACCEPTEE,,380000,15
DEC-027602,DEM-027602,INS-003,2025-03-04,ACCEPTEE,,1500000,18
DEC-027603,DEM-027603,INS-003,2025-10-05,AJOURNEE,dossier_incomplet,,
DEC-027604,DEM-027604,INS-003,2025-07-15,ACCEPTEE,,50000,6
DEC-027605,DEM-027605,INS-003,2024-10-16,ACCEPTEE,,180000,9
DEC-027606,DEM-027606,INS-003,2025-04-24,REFUSEE,endettement_eleve,,
DEC-027607,DEM-027607,INS-003,2024-07-21,ACCEPTEE,,135000,9
DEC-027608,DEM-027608,INS-003,2025-09-11,ACCEPTEE,,475000,24
DEC-027609,DEM-027609,INS-003,2025-08-29,ACCEPTEE,,200000,6
DEC-027610,DEM-027610,INS-003,2025-03-27,REFUSEE,capacite_insuffisante,,
DEC-027611,DEM-027611,INS-003,2024-12-11,REFUSEE,capacite_insuffisante,,
DEC-027612,DEM-027612,INS-003,2025-02-19,REFUSEE,capacite_insuffisante,,
DEC-027613,DEM-027613,INS-003,2025-01-02,ACCEPTEE,,1500000,24
DEC-027614,DEM-027614,INS-003,2024-09-16,REFUSEE,capacite_insuffisante,,
DEC-027615,DEM-027615,INS-003,2024-07-22,ACCEPTEE,,600000,12
DEC-027616,DEM-027616,INS-003,2024-09-06,REFUSEE,capacite_insuffisante,,
DEC-027617,DEM-027617,INS-003,2025-04-04,ACCEPTEE,,220000,9
DEC-027618,DEM-027618,INS-003,2024-10-07,REFUSEE,capacite_insuffisante,,
DEC-027619,DEM-027619,INS-003,2024-11-21,ACCEPTEE,,465000,12
DEC-027620,DEM-027620,INS-003,2025-11-19,ACCEPTEE,,450000,12
DEC-027621,DEM-027621,INS-003,2024-09-06,ACCEPTEE,,220000,12
DEC-027622,DEM-027622,INS-003,2024-07-27,REFUSEE,capacite_insuffisante,,
DEC-027623,DEM-027623,INS-003,2025-04-27,REFUSEE,capacite_insuffisante,,
DEC-027624,DEM-027624,INS-003,2025-01-03,ACCEPTEE,,485000,9
DEC-027625,DEM-027625,INS-003,2024-07-22,ACCEPTEE,,600000,9
DEC-027626,DEM-027626,INS-003,2024-07-10,ACCEPTEE,,860000,24
DEC-027627,DEM-027627,INS-003,2025-03-24,REFUSEE,endettement_eleve,,
DEC-027628,DEM-027628,INS-003,2024-09-08,ACCEPTEE,,600000,6
DEC-027629,DEM-027629,INS-003,2025-01-16,REFUSEE,capacite_insuffisante,,
DEC-027630,DEM-027630,INS-003,2025-09-12,ACCEPTEE,,1500000,12
DEC-027631,DEM-027631,INS-003,2024-11-08,ACCEPTEE,,250000,9
DEC-027632,DEM-027632,INS-003,2025-07-26,REFUSEE,endettement_eleve,,
DEC-027633,DEM-027633,INS-003,2025-07-22,REFUSEE,endettement_eleve,,
DEC-027634,DEM-027634,INS-003,2025-07-21,ACCEPTEE,,245000,12
DEC-027635,DEM-027635,INS-003,2025-01-30,REFUSEE,capacite_insuffisante,,
DEC-027636,DEM-027636,INS-003,2024-12-24,ACCEPTEE,,600000,6
DEC-027637,DEM-027637,INS-003,2025-01-04,ANNULEE_CLIENT,,,
DEC-027638,DEM-027638,INS-003,2024-07-29,ACCEPTEE,,150000,15
DEC-027639,DEM-027639,INS-003,2025-10-25,REFUSEE,capacite_insuffisante,,
DEC-027640,DEM-027640,INS-003,2025-05-04,REFUSEE,endettement_eleve,,
DEC-027641,DEM-027641,INS-003,2025-07-31,REFUSEE,endettement_eleve,,
DEC-027642,DEM-027642,INS-003,2024-08-28,AJOURNEE,dossier_incomplet,,
DEC-027643,DEM-027643,INS-003,2025-05-21,ACCEPTEE,,1320000,24
DEC-027644,DEM-027644,INS-003,2025-10-28,ACCEPTEE,,600000,9
DEC-027645,DEM-027645,INS-003,2025-01-08,AJOURNEE,dossier_incomplet,,
DEC-027646,DEM-027646,INS-003,2025-07-15,ACCEPTEE,,900000,12
DEC-027647,DEM-027647,INS-003,2025-10-26,ACCEPTEE,,25000,6
DEC-027648,DEM-027648,INS-003,2025-05-29,REFUSEE,capacite_insuffisante,,
DEC-027649,DEM-027649,INS-003,2025-02-16,ACCEPTEE,,200000,9
DEC-027650,DEM-027650,INS-003,2025-07-04,ACCEPTEE,,110000,9
DEC-027651,DEM-027651,INS-003,2025-01-24,REFUSEE,capacite_insuffisante,,
DEC-027652,DEM-027652,INS-003,2025-11-13,REFUSEE,capacite_insuffisante,,
DEC-027653,DEM-027653,INS-003,2025-07-20,ACCEPTEE,,150000,12
DEC-027654,DEM-027654,INS-003,2024-09-30,ACCEPTEE,,410000,12
DEC-027655,DEM-027655,INS-003,2025-10-11,REFUSEE,capacite_insuffisante,,
DEC-027656,DEM-027656,INS-003,2024-09-04,ACCEPTEE,,600000,12
DEC-027657,DEM-027657,INS-003,2024-09-23,ACCEPTEE,,235000,9
DEC-027658,DEM-027658,INS-003,2024-08-25,REFUSEE,capacite_insuffisante,,
DEC-027659,DEM-027659,INS-003,2025-11-22,AJOURNEE,dossier_incomplet,,
DEC-027660,DEM-027660,INS-003,2025-03-30,ACCEPTEE,,1230000,12
DEC-027661,DEM-027661,INS-003,2025-01-20,ACCEPTEE,,325000,6
DEC-027662,DEM-027662,INS-003,2025-02-26,REFUSEE,capacite_insuffisante,,
DEC-027663,DEM-027663,INS-003,2025-08-24,REFUSEE,capacite_insuffisante,,
DEC-027664,DEM-027664,INS-003,2024-09-03,REFUSEE,capacite_insuffisante,,
DEC-027665,DEM-027665,INS-003,2025-10-01,AJOURNEE,dossier_incomplet,,
DEC-027666,DEM-027666,INS-003,2025-10-09,ACCEPTEE,,160000,12
DEC-027667,DEM-027667,INS-003,2024-08-09,ACCEPTEE,,240000,15
DEC-027668,DEM-027668,INS-003,2025-05-21,REFUSEE,capacite_insuffisante,,
DEC-027669,DEM-027669,INS-003,2025-08-27,REFUSEE,endettement_eleve,,
DEC-027670,DEM-027670,INS-003,2025-12-03,REFUSEE,endettement_eleve,,
DEC-027671,DEM-027671,INS-003,2025-09-10,ACCEPTEE,,600000,6
DEC-027672,DEM-027672,INS-003,2025-09-04,ACCEPTEE,,600000,12
DEC-027673,DEM-027673,INS-003,2025-01-03,ACCEPTEE,,1500000,18
DEC-027674,DEM-027674,INS-003,2025-04-26,ACCEPTEE,,250000,9
DEC-027675,DEM-027675,INS-003,2025-03-18,ACCEPTEE,,510000,12
DEC-027676,DEM-027676,INS-003,2025-05-20,REFUSEE,capacite_insuffisante,,
DEC-027677,DEM-027677,INS-003,2024-11-27,REFUSEE,capacite_insuffisante,,
DEC-027678,DEM-027678,INS-003,2025-04-02,REFUSEE,capacite_insuffisante,,
DEC-027679,DEM-027679,INS-003,2025-10-05,REFUSEE,endettement_eleve,,
DEC-027680,DEM-027680,INS-003,2024-12-24,REFUSEE,endettement_eleve,,
DEC-027681,DEM-027681,INS-003,2025-06-21,REFUSEE,capacite_insuffisante,,
DEC-027682,DEM-027682,INS-003,2025-10-23,AJOURNEE,dossier_incomplet,,
DEC-027683,DEM-027683,INS-003,2024-10-29,ACCEPTEE,,190000,9
DEC-027684,DEM-027684,INS-003,2025-03-29,REFUSEE,capacite_insuffisante,,
DEC-027685,DEM-027685,INS-003,2024-08-23,ACCEPTEE,,250000,9
DEC-027686,DEM-027686,INS-003,2025-09-20,ACCEPTEE,,630000,12
DEC-027687,DEM-027687,INS-003,2024-11-24,ACCEPTEE,,830000,12
DEC-027688,DEM-027688,INS-003,2025-09-13,ACCEPTEE,,250000,6
DEC-027689,DEM-027689,INS-003,2025-02-19,REFUSEE,capacite_insuffisante,,
DEC-027690,DEM-027690,INS-003,2025-03-22,ACCEPTEE,,1500000,24
DEC-027691,DEM-027691,INS-003,2025-09-05,REFUSEE,capacite_insuffisante,,
DEC-027692,DEM-027692,INS-003,2024-09-08,ANNULEE_CLIENT,,,
DEC-027693,DEM-027693,INS-003,2025-06-30,REFUSEE,endettement_eleve,,
DEC-027694,DEM-027694,INS-003,2025-04-19,ACCEPTEE,,100000,6
DEC-027695,DEM-027695,INS-003,2025-01-10,ACCEPTEE,,495000,12
DEC-027696,DEM-027696,INS-003,2024-12-30,ACCEPTEE,,150000,12
DEC-027697,DEM-027697,INS-003,2025-08-01,AJOURNEE,dossier_incomplet,,
DEC-027698,DEM-027698,INS-003,2024-12-11,ACCEPTEE,,465000,6
DEC-027699,DEM-027699,INS-003,2024-11-22,ACCEPTEE,,250000,6
DEC-027700,DEM-027700,INS-003,2025-05-15,REFUSEE,capacite_insuffisante,,
DEC-027701,DEM-027701,INS-003,2025-05-12,ACCEPTEE,,100000,12
DEC-027702,DEM-027702,INS-003,2025-04-30,ACCEPTEE,,1500000,12
DEC-027703,DEM-027703,INS-003,2025-04-16,REFUSEE,capacite_insuffisante,,
DEC-027704,DEM-027704,INS-003,2025-04-10,REFUSEE,capacite_insuffisante,,
DEC-027705,DEM-027705,INS-003,2025-11-23,ACCEPTEE,,200000,6
DEC-027706,DEM-027706,INS-003,2025-02-06,ACCEPTEE,,200000,12
DEC-027707,DEM-027707,INS-003,2024-08-07,ACCEPTEE,,760000,12
DEC-027708,DEM-027708,INS-003,2024-11-27,ACCEPTEE,,600000,6
DEC-027709,DEM-027709,INS-003,2024-12-07,AJOURNEE,dossier_incomplet,,
DEC-027710,DEM-027710,INS-003,2025-05-01,ACCEPTEE,,200000,12
DEC-027711,DEM-027711,INS-003,2025-03-20,ACCEPTEE,,585000,12
DEC-027712,DEM-027712,INS-003,2025-11-10,ACCEPTEE,,150000,24
DEC-027713,DEM-027713,INS-003,2025-10-26,ACCEPTEE,,205000,9
DEC-027714,DEM-027714,INS-003,2025-02-17,REFUSEE,endettement_eleve,,
DEC-027715,DEM-027715,INS-003,2025-07-12,REFUSEE,capacite_insuffisante,,
DEC-027716,DEM-027716,INS-003,2025-09-27,REFUSEE,capacite_insuffisante,,
DEC-027717,DEM-027717,INS-003,2024-11-13,REFUSEE,garantie_insuffisante,,
DEC-027718,DEM-027718,INS-003,2025-04-17,ACCEPTEE,,115000,6
DEC-027719,DEM-027719,INS-003,2025-08-21,ACCEPTEE,,25000,9
DEC-027720,DEM-027720,INS-003,2025-07-07,REFUSEE,endettement_eleve,,
DEC-027721,DEM-027721,INS-003,2025-09-12,ACCEPTEE,,90000,6
DEC-027722,DEM-027722,INS-003,2025-03-22,ACCEPTEE,,280000,12
DEC-027723,DEM-027723,INS-003,2025-07-11,REFUSEE,endettement_eleve,,
DEC-027724,DEM-027724,INS-003,2025-11-02,REFUSEE,endettement_eleve,,
DEC-027725,DEM-027725,INS-003,2024-10-11,ACCEPTEE,,1500000,12
DEC-027726,DEM-027726,INS-003,2025-02-04,ACCEPTEE,,1500000,21
DEC-027727,DEM-027727,INS-003,2024-12-22,ACCEPTEE,,600000,12
DEC-027728,DEM-027728,INS-003,2024-12-10,ACCEPTEE,,825000,12
DEC-027729,DEM-027729,INS-003,2025-03-01,REFUSEE,capacite_insuffisante,,
DEC-027730,DEM-027730,INS-003,2025-11-10,ACCEPTEE,,250000,6
DEC-027731,DEM-027731,INS-003,2024-10-22,REFUSEE,capacite_insuffisante,,
DEC-027732,DEM-027732,INS-003,2025-07-05,REFUSEE,capacite_insuffisante,,
DEC-027733,DEM-027733,INS-003,2025-10-11,ACCEPTEE,,1155000,12
DEC-027734,DEM-027734,INS-003,2024-09-04,REFUSEE,capacite_insuffisante,,
DEC-027735,DEM-027735,INS-003,2024-08-31,ANNULEE_CLIENT,,,
DEC-027736,DEM-027736,INS-003,2025-08-22,REFUSEE,endettement_eleve,,
DEC-027737,DEM-027737,INS-003,2025-01-29,ACCEPTEE,,800000,12
DEC-027738,DEM-027738,INS-003,2024-12-22,ACCEPTEE,,1500000,12
DEC-027739,DEM-027739,INS-003,2024-08-25,ACCEPTEE,,600000,12
DEC-027740,DEM-027740,INS-003,2025-08-24,ACCEPTEE,,345000,12
DEC-027741,DEM-027741,INS-003,2025-09-07,ACCEPTEE,,250000,9
DEC-027742,DEM-027742,INS-003,2025-03-10,ACCEPTEE,,75000,6
DEC-027743,DEM-027743,INS-003,2025-10-06,ACCEPTEE,,100000,12
DEC-027744,DEM-027744,INS-003,2025-02-13,REFUSEE,capacite_insuffisante,,
DEC-027745,DEM-027745,INS-003,2025-09-23,ACCEPTEE,,180000,9
DEC-027746,DEM-027746,INS-003,2024-09-26,REFUSEE,capacite_insuffisante,,
DEC-027747,DEM-027747,INS-003,2025-10-04,ACCEPTEE,,50000,6
